quote_author_handle,quote_author_category,quote_posted_at,quote_tweet_id,quote_tweet_url,quote_text,core_handle,core_posted_at,quoted_core_tweet_id,core_tweet_url,core_text,core_media_ids,core_media_types,core_release_asset_urls,core_quote_count
ICEgov,core,2025-08-27T22:35:13.000Z,1960833508621820245,https://x.com/ICEgov/status/1960833508621820245,"Nice work, ICE @EROSanDiego!

https://x.com/EROSanDiego/status/1959975299854028951",EROSanDiego,2025-08-25T13:45:00.000Z,1959975299854028951,https://x.com/EROSanDiego/status/1959975299854028951,"ICE San Diego arrested Patris Lobulo, 35, an illegal alien from Sudan with a violent criminal history including assault with a deadly weapon and battery. He's in ICE custody pending removal. Keeping violent offenders like this off our streets is how we protect our communities. https://t.co/2QmVldUzPv",3_1958616555677523968,photo,https://github.com/vidproject/x/releases/download/media-EROSanDiego/3_1958616555677523968.png,0
ICEgov,core,2025-08-28T00:45:12.000Z,1960866219617071447,https://x.com/ICEgov/status/1960866219617071447,"Our global team shares a commitment to keep all our children safe from predators.

Well done, ICE @ERONewOrleans!

https://x.com/ERONewOrleans/status/1959292048856477821",ERONewOrleans,2025-08-23T16:30:00.000Z,1959292048856477821,https://x.com/ERONewOrleans/status/1959292048856477821,"🚨CHILD PREDATOR DEPORTED: ICE New Orleans deported Ruben Antonio Martinez Lopez, a citizen of El Salvador 🇸🇻. His criminal history includes a conviction for:
💥Sexual Abuse Against a Child https://t.co/ZoNCwlZJtJ",3_1958908888549625856,photo,https://github.com/vidproject/x/releases/download/media-ERONewOrleans/3_1958908888549625856.png,10
ICEgov,core,2025-08-28T02:15:10.000Z,1960888860289696100,https://x.com/ICEgov/status/1960888860289696100,"Who knows how many lives will be saved with this drug dealer off Philly streets?

Well done!

https://x.com/EROPhiladelphia/status/1959796474817995239",EROPhiladelphia,2025-08-25T01:54:25.000Z,1959796474817995239,https://x.com/EROPhiladelphia/status/1959796474817995239,"Raymundo Ortega-Almanzar got 10-20 years for serious drug dealing - and now ICE has him. @EROPhiladelphia  will see this Dominican trafficker out of the country as soon as the law allows. You deal, you leave. @ICEgov @DHSgov https://t.co/VgH9BzfQFA",3_1959780593417248768,photo,https://github.com/vidproject/x/releases/download/media-EROPhiladelphia/3_1959780593417248768.jpg,0
ICEgov,core,2025-08-30T02:20:12.000Z,1961614902025412801,https://x.com/ICEgov/status/1961614902025412801,"ICYMI
https://x.com/DHSgov/status/1960115496906334515",DHSgov,2025-08-25T23:02:06.000Z,1960115496906334515,https://x.com/DHSgov/status/1960115496906334515,https://thefederalist.com/2025/08/25/exclusive-ice-arrests-convicted-killer-pedophile-traffickers-and-more-worst-of-the-worst/,,,,2
ICEgov,core,2025-08-31T16:35:11.000Z,1962192453210870043,https://x.com/ICEgov/status/1962192453210870043,"The Laken Riley Act requires us to detain aliens charged with or convicted of a theft crime. This criminal alien broke into someone’s HOME and ROBBED them!

https://x.com/EROHouston/status/1961116658468360450",EROHouston,2025-08-28T17:20:21.000Z,1961116658468360450,https://x.com/EROHouston/status/1961116658468360450,"🚨ICE @ERO Houston arrested Roman Gonzalez Flores, a criminal alien from Mexico convicted of burglary in 2024 for breaking into and robbing someone's home in Hidalgo County. ICE will continue to track down dangerous illegal aliens like Gonzalez and deport them from the U.S. https://t.co/VXWkXAudPw",3_1961116582496931841,photo,https://github.com/vidproject/x/releases/download/media-EROHouston/3_1961116582496931841.png,6
ICEgov,core,2025-09-01T18:01:29.000Z,1962576560860348807,https://x.com/ICEgov/status/1962576560860348807,"Another rapist out of Louisiana neighborhoods thanks to ICE @ERONewOrleans!
https://x.com/ERONewOrleans/status/1961187035555008643",ERONewOrleans,2025-08-28T22:00:01.000Z,1961187035555008643,https://x.com/ERONewOrleans/status/1961187035555008643,"🚨RAPIST ARRESTED: ICE New Orleans arrested Persy Oswaldo Marroquin Rodriguez, a citizen of Guatemala 🇬🇹. His criminal history includes a conviction for rape. https://t.co/U2gf4nrkuO",3_1958913248608362498,photo,https://github.com/vidproject/x/releases/download/media-ERONewOrleans/3_1958913248608362498.png,14
ICEgov,core,2025-09-02T14:44:56.000Z,1962889485181481026,https://x.com/ICEgov/status/1962889485181481026,Have you seen this criminal illegal alien?,EROHouston,2025-09-02T13:52:31.000Z,1962876294984831477,https://x.com/EROHouston/status/1962876294984831477,"🚨ICE is searching for Erick Perez-Zacarias, a 26-year-old illegal alien from Honduras, who fled from ICE officers Aug. 31 during the course of an arrest. Anyone with information of his potential whereabouts is asked to contact the ICE Tipline at 866-347-2423. 👇 https://t.co/XKdp4RLeC1",3_1962876146791718912,photo,https://github.com/vidproject/x/releases/download/media-EROHouston/3_1962876146791718912.jpg,6
ICEgov,core,2025-09-08T21:00:29.000Z,1965158322962669844,https://x.com/ICEgov/status/1965158322962669844,"✅Great work by ICE Buffalo!
https://x.com/EROBuffalo/status/1963724000414351768",EROBuffalo,2025-09-04T22:01:00.000Z,1963724000414351768,https://x.com/EROBuffalo/status/1963724000414351768,🔗Another predator kept off the streets by our dedicated law enforcement officers. 💪 https://t.co/LxrruAyOi5,3_1963339746790211584,photo,https://github.com/vidproject/x/releases/download/media-EROBuffalo/3_1963339746790211584.jpg,5
ICEgov,core,2025-09-23T17:00:58.000Z,1970533865446842557,https://x.com/ICEgov/status/1970533865446842557,"Nice work getting this heroin dealer and forger out of Boston!

https://x.com/EROBoston/status/1969757692613783885",EROBoston,2025-09-21T13:36:44.000Z,1969757692613783885,https://x.com/EROBoston/status/1969757692613783885,"ICE @EROBoston arrested Dairo Mejia, an illegal alien from Colombia. Mejia's criminal history includes convictions for conspiracy to distribute heroin and RMV forgery in Boston, MA. Mejia has been previously removed from the U.S. and remains in ICE custody pending removal. https://t.co/zkJ0wemp5c",3_1969756546511917056,photo,https://github.com/vidproject/x/releases/download/media-EROBoston/3_1969756546511917056.png,27
ICEgov,core,2025-09-23T19:05:12.000Z,1970565129952465212,https://x.com/ICEgov/status/1970565129952465212,"This Romanian felony fraudster and identity thief also had an illegal reentry conviction under his belt before ICE San Antonio arrested him.
https://x.com/EROSanAntonio/status/1968397341368451103",EROSanAntonio,2025-09-17T19:31:11.000Z,1968397341368451103,https://x.com/EROSanAntonio/status/1968397341368451103,"ICE San Antonio arrested aggravated felon and illegal alien from Romania, Valentin Ionita Margel, 34, whose extensive criminal history includes a conviction for felony fraud (illegal use of credit cards) and identity theft. Ionita also has a conviction for illegal re-entry. https://t.co/H6G3AzynQn",3_1968397264247988224,photo,https://github.com/vidproject/x/releases/download/media-EROSanAntonio/3_1968397264247988224.jpg,5
ICEgov,core,2025-09-27T20:00:50.000Z,1972028679858372852,https://x.com/ICEgov/status/1972028679858372852,"ICE @ERONewOrleans is making neighborhoods safer from drug traffickers – again!
https://x.com/ERONewOrleans/status/1970473224422244767",ERONewOrleans,2025-09-23T13:00:00.000Z,1970473224422244767,https://x.com/ERONewOrleans/status/1970473224422244767,"🚨COCAINE TRAFFICKER ARRESTED: ICE New Orleans arrested Ana Luisa McQuade Negrete, a citizen of Mexico 🇲🇽. His criminal history includes a conviction for:
💥Trafficking Cocaine https://t.co/skn1jx9ko9",3_1968764923309142017,photo,https://github.com/vidproject/x/releases/download/media-ERONewOrleans/3_1968764923309142017.png,17
ICEgov,core,2025-09-28T19:00:31.000Z,1972375889003290633,https://x.com/ICEgov/status/1972375889003290633,"Well done, ICE @ERONewOrleans!
https://x.com/ERONewOrleans/status/1970480774932832749 https://t.co/ML3w7oBLba",ERONewOrleans,2025-09-23T13:30:01.000Z,1970480774932832749,https://x.com/ERONewOrleans/status/1970480774932832749,"🚨METHAMPHETAMINE SMUGGLER ARRESTED: ICE New Orleans arrested Ana Isabel Bucio Leon, a citizen of Mexico 🇲🇽. Her criminal history includes a conviction for:
💥Smuggling Methamphetamine https://t.co/Q7yJkxWJcf",3_1968765749968691200,photo,https://github.com/vidproject/x/releases/download/media-ERONewOrleans/3_1968765749968691200.png,7
ICEgov,core,2025-09-30T18:14:15.000Z,1973089021329907871,https://x.com/ICEgov/status/1973089021329907871,⬇️,USCIS,2025-09-30T17:59:12.000Z,1973085232296300703,https://x.com/USCIS/status/1973085232296300703,"HAPPENING NOW: USCIS, with @ICEgov and @FBI discuss Operation Twin Shield apprehensions related to immigration fraud in the Minneapolis-St. Paul area.
https://x.com/i/broadcasts/1lPJqvDElVlxb",,,,22
ICEgov,core,2025-11-17T14:49:04.000Z,1990432002160439747,https://x.com/ICEgov/status/1990432002160439747,"Great work, officers. 👏",EROWashington,2025-11-14T15:04:23.000Z,1989348694945325265,https://x.com/EROWashington/status/1989348694945325265,"ICE @EROWashington arrested Nelson Cabrera Eskobar, a criminal alien and convicted felon from Guatemala. He's been convicted of robbery in Arlington, Virginia. He's also been convicted of disorderly conduct and failure to obey a Police officer in Prince George's County, Maryland. https://t.co/jwWTnzi1xU",3_1989348277901246464,photo,https://github.com/vidproject/x/releases/download/media-EROWashington/3_1989348277901246464.png,9
ICEgov,core,2025-11-18T19:01:26.000Z,1990857901313785944,https://x.com/ICEgov/status/1990857901313785944,https://x.com/PressSec/status/1990481150788194799,PressSec,2025-11-17T18:04:22.000Z,1990481150788194799,https://x.com/PressSec/status/1990481150788194799,"""A criminal illegal immigrant who was released into the U.S. under the Biden administration and began working as a commercial truck driver has been arrested over alleged ties to terrorism.""

https://www.foxnews.com/us/ice-arrests-illegal-immigrant-trucker-from-uzbekistan-over-alleged-terror-ties",,,,64
ICEgov,core,2025-11-22T04:30:12.000Z,1992088199808651525,https://x.com/ICEgov/status/1992088199808651525,"Self-deport while you still can.

https://x.com/EROLosAngeles/status/1990585753135460607",EROLosAngeles,2025-11-18T01:00:01.000Z,1990585753135460607,https://x.com/EROLosAngeles/status/1990585753135460607,"🚨Los Angeles ERO arrested Cristobal Francisco Hernandez-Hernandez, 36, of Mexico, Nov. 16. Hernandez was arrested for sending harmful material to a minor with intent to engaged in sex and contact with a minor with intent to commit a felony. He is in ICE custody pending removal. https://t.co/n7pZQDzDks",3_1990570638541807616,photo,https://github.com/vidproject/x/releases/download/media-EROLosAngeles/3_1990570638541807616.jpg,0
ICEgov,core,2025-11-23T04:30:12.000Z,1992450584863989895,https://x.com/ICEgov/status/1992450584863989895,"☎️If you know a criminal alien, report their whereabouts: 866-DHS-2-ICE

https://x.com/EROSanAntonio/status/1990806489548964034",EROSanAntonio,2025-11-18T15:37:09.000Z,1990806489548964034,https://x.com/EROSanAntonio/status/1990806489548964034,"Worst of the worst! ICE San Antonio arrested and deported Jose Ignacio Chavez-Bahena, 49, a criminal illegal alien from Mexico with convictions for felony assault, DUI and recently arrested for domestic violence. Criminal aliens should self deport now or we will deport you. https://t.co/vwD3Ezp1gA",3_1990806317880258560,photo,https://github.com/vidproject/x/releases/download/media-EROSanAntonio/3_1990806317880258560.jpg,13
ICEgov,core,2025-11-25T13:55:36.000Z,1993317649816625192,https://x.com/ICEgov/status/1993317649816625192,"Sanctuary jurisdictions will not keep us from finding and removing criminal aliens preying on innocent people.

https://x.com/EROLosAngeles/status/1991558407187276250",EROLosAngeles,2025-11-20T17:25:00.000Z,1991558407187276250,https://x.com/EROLosAngeles/status/1991558407187276250,"🚨Los Angeles ERO arrested Luz Garcia Celis, 57, of Colombia, Nov. 17. Garcia has been convicted of fraud, identity theft, grand theft, and burglary. She is in ICE custody pending removal. https://t.co/mHGITaRKFq",3_1991543377809326081,photo,https://github.com/vidproject/x/releases/download/media-EROLosAngeles/3_1991543377809326081.jpg,12
ICEgov,core,2025-11-26T03:30:00.000Z,1993522602363818252,https://x.com/ICEgov/status/1993522602363818252,ICE officers and special agents work around the clock to secure our nation.,DHSgov,2025-11-24T16:07:28.000Z,1992988447665946916,https://x.com/DHSgov/status/1992988447665946916,"Under the leadership of @Sec_Noem, DHS is working rapidly to remove these aliens from detention centers to their final destination — HOME.

Strong policies. Real results. https://t.co/uk26zLRqwP",3_1992988444180590592,photo,https://github.com/vidproject/x/releases/download/media-DHSgov-0002/3_1992988444180590592.jpg,0
ICEgov,core,2025-11-26T17:58:37.000Z,1993741194850177151,https://x.com/ICEgov/status/1993741194850177151,"Great work, officers! 👏",EROBoston,2025-11-20T17:22:57.000Z,1991557893624361280,https://x.com/EROBoston/status/1991557893624361280,"On November 18th, ICE @EROBoston arrested Ying Liang Deng, a criminal alien offender from China. Deng’s criminal charges include criminal sexual conduct 3rd degree, DWI, and possession of controlled substance 4th degree. We wish Mr. Deng safe travels back to China! https://t.co/GUvh1zLN7v",3_1991557824237670400,photo,https://github.com/vidproject/x/releases/download/media-EROBoston/3_1991557824237670400.jpg,0
ICEgov,core,2025-11-27T03:30:00.000Z,1993884988945670652,https://x.com/ICEgov/status/1993884988945670652,Meth-related deaths have steadily increased for more than a decade in the U.S. due to widespread availability of the drug. This criminal illegal alien is just one of the many meth traffickers we’ve gotten off U.S. streets this month.,ERONewOrleans,2025-11-22T17:00:00.000Z,1992276892741960163,https://x.com/ERONewOrleans/status/1992276892741960163,"🚨METH DEALER ARRESTED: ICE New Orleans arrested Rigoberto Guerra, a citizen of Cuba 🇨🇺. His criminal history includes a conviction for:
💥Possession with Intent to Distribute 50 Grams or more of Methamphetamine. https://t.co/dgV88VSMiq",3_1991605732270084096,photo,https://github.com/vidproject/x/releases/download/media-ERONewOrleans/3_1991605732270084096.png,8
ICEgov,core,2025-11-29T03:26:00.000Z,1994608756609433656,https://x.com/ICEgov/status/1994608756609433656,"Great job, officers! 👏",ERONewOrleans,2025-11-24T17:30:00.000Z,1993009216584663052,https://x.com/ERONewOrleans/status/1993009216584663052,"🚨COCAINE DEALER ARRESTED: ICE New Orleans arrested Gregory Atkins, a citizen of St. Lucia 🇱🇨. His criminal history includes a conviction for:
💥Conspiracy to Distribute and Possess with Intent to Distribute Cocaine https://t.co/97e6C9HVtx",3_1991605936419446784,photo,https://github.com/vidproject/x/releases/download/media-ERONewOrleans/3_1991605936419446784.png,18
ICEgov,core,2025-12-08T18:30:19.000Z,1998097826220318733,https://x.com/ICEgov/status/1998097826220318733,"Great work!👏
https://x.com/ERONewark/status/1996576472476098725",ERONewark,2025-12-04T13:45:00.000Z,1996576472476098725,https://x.com/ERONewark/status/1996576472476098725,"ERO Newark took Jose Luis De Leon Baltzar, a criminal illegal alien from Guatemala, into custody. He served a 140-month federal sentence for conspiracy to distribute 5+ kilos of cocaine into the U.S. https://t.co/wBIXLL7uvO",3_1996244309008379904,photo,https://github.com/vidproject/x/releases/download/media-ERONewark/3_1996244309008379904.jpg,2
ICEgov,core,2025-12-08T21:30:13.000Z,1998143098333896718,https://x.com/ICEgov/status/1998143098333896718,"Amazing work, officers!
https://x.com/ERONewark/status/1995495682925637634",ERONewark,2025-12-01T14:10:19.000Z,1995495682925637634,https://x.com/ERONewark/status/1995495682925637634,"ICE Newark arrested Patrice Fery, an illegal alien from Belgium who is wanted in his home country for participating in a large-scale criminal organization engaged in drug selling. He is in ICE custody pending removal. @HSINewark https://t.co/KHKdAk0w2f",3_1995495629049479168,photo,https://github.com/vidproject/x/releases/download/media-ERONewark/3_1995495629049479168.jpg,3
ICEgov,core,2025-12-09T19:25:17.000Z,1998474045910901246,https://x.com/ICEgov/status/1998474045910901246,"Great work by our HSI team for welcoming these New Jersey twins to the find out stage.

Word to the wise: Don't make death threats against political and/or law enforcement officials.",DHSgov,2025-12-09T19:00:04.000Z,1998467701136609736,https://x.com/DHSgov/status/1998467701136609736,"Let this be a warning to anyone who dares threaten or attack our law enforcement and DHS officials. We will find you, we will arrest you, and we will prosecute you to the fullest extent of the law.

We are NOT afraid of you.
https://www.foxnews.com/politics/new-jersey-twins-charged-threats-kill-dhs-official-shoot-ice-sight",,,,53
ICEgov,core,2025-12-09T21:30:15.000Z,1998505495426957709,https://x.com/ICEgov/status/1998505495426957709,"Amazing job, officers!
https://x.com/ERONewark/status/1995861511252967815",ERONewark,2025-12-02T14:24:00.000Z,1995861511252967815,https://x.com/ERONewark/status/1995861511252967815,"ERO Newark arrested Yimy Jose Lopez-Mejia, an illegal alien from Honduras who was previously removed three times. He is in ICE custody, pending removal. He has convictions for illegal entry, aggravated assault and robbery. https://t.co/xWsuDQsPpQ",3_1995514285112324096,photo,https://github.com/vidproject/x/releases/download/media-ERONewark/3_1995514285112324096.jpg,4
ICEgov,core,2025-12-09T23:00:28.000Z,1998528200444412332,https://x.com/ICEgov/status/1998528200444412332,"FAFO. Well done, ICE @EROSeattle!
https://x.com/EROSeattle/status/1996332116737765406",EROSeattle,2025-12-03T21:34:01.000Z,1996332116737765406,https://x.com/EROSeattle/status/1996332116737765406,"This MS-13 terrorist thought locked doors would shield him. Wrong. @ICEgov's @EROSeattle's  Portland officers smashed the car windows, yanked him from the driver’s seat, and booked this criminal illegal alien. Zero tolerance for gang predators. Raul Fraile-Rubio is going home. https://t.co/BQ3jJCLrRd",3_1996251941668589572 3_1996251992335785984 3_1996252051055996929,photo photo photo,https://github.com/vidproject/x/releases/download/media-EROSeattle/3_1996251941668589572.png https://github.com/vidproject/x/releases/download/media-EROSeattle/3_1996251992335785984.png https://github.com/vidproject/x/releases/download/media-EROSeattle/3_1996252051055996929.png,11
ICEgov,core,2025-12-15T03:00:15.000Z,2000400483387683017,https://x.com/ICEgov/status/2000400483387683017,"ICE 287(g) partnerships like this make Americans safer! Great work by ICE Boston and @MACorrections to keep this Dominican criminal alien out of Massachusetts neighborhoods.
https://x.com/EROBoston/status/1998161171690754536",EROBoston,2025-12-08T22:42:02.000Z,1998161171690754536,https://x.com/EROBoston/status/1998161171690754536,"Carlos Martinez-Jimenez, a habitual criminal offender from DR, was encountered by ICE Boston during a routine screening of all foreign-born inmates. His criminal charges include trafficking fentanyl, illegal possession of a firearm, and identity fraud. https://t.co/UDfELIvaPi",3_1998161060277133312,photo,https://github.com/vidproject/x/releases/download/media-EROBoston/3_1998161060277133312.png,10
ICEgov,core,2025-12-23T03:00:00.000Z,2003299523150643270,https://x.com/ICEgov/status/2003299523150643270,"Great job, officers! 👏",EROWashington,2025-12-19T17:03:49.000Z,2002062325189329348,https://x.com/EROWashington/status/2002062325189329348,"ICE @EROWashington D.C. arrested Samson Kidane, a criminal alien offender from Ethiopia in Washington, D.C.  Kidane's criminal history includes convictions for robbery, larceny, violating a court order and a drug crime. https://t.co/kuE2a83Pw2",3_2002060599891509248,photo,https://github.com/vidproject/x/releases/download/media-EROWashington/3_2002060599891509248.png,9
ICEgov,core,2026-02-09T02:53:39.000Z,2020692543361667259,https://x.com/ICEgov/status/2020692543361667259,Our brave men and women of ICE are HEROES 🇺🇸,RapidResponse47,2026-02-09T01:47:26.000Z,2020675877428736243,https://x.com/RapidResponse47/status/2020675877428736243,"They're people who love this country.

These are Immigration and Customs Enforcement Officers. https://t.co/9PyEua3ojV",13_2020675699586019328,video,https://github.com/vidproject/x/releases/download/media-RapidResponse47/13_2020675699586019328.mp4,92
ICEgov,core,2026-02-25T16:52:39.000Z,2026701891934076964,https://x.com/ICEgov/status/2026701891934076964,Pass the Dalilah Law.,WhiteHouse,2026-02-25T03:05:24.000Z,2026493705394221485,https://x.com/WhiteHouse/status/2026493705394221485,"Dalilah Coleman is a 1st-grader who was severely injured in a car accident caused by an illegal alien driving a semitruck with a CDL. Her injuries include a traumatic brain injury, Cerebral Palsy, and she will need lifelong care and therapy.

The driver crossed the border in 2022 and was released into the country by the Biden administration. She and her father join us at the State of the Union this evening. ❤️ This is our why.",3_2026493288576843776,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_2026493288576843776.jpg,403
ICEgov,core,2026-02-26T14:06:34.000Z,2027022479500226565,https://x.com/ICEgov/status/2027022479500226565,Congress must pass Dalilah’s Law.,StephenM,2026-02-25T20:57:49.000Z,2026763587037876470,https://x.com/StephenM/status/2026763587037876470,Unguided missiles speeding down our roads in the hands of illiterate illegal alien drivers.,,,,58
ICEgov,core,2026-03-23T18:58:02.000Z,2036155528431153220,https://x.com/ICEgov/status/2036155528431153220,"ICE is proud to be a member of the Memphis Safe Task Force — crime, gang violence and drug trafficking are plummeting and public safety is increasing thanks to President @realDonaldTrump's leadership!",WhiteHouse,2026-03-23T16:06:17.000Z,2036112304408801307,https://x.com/WhiteHouse/status/2036112304408801307,The Memphis Safe Task Force is in full effect. https://t.co/kci1xALXqE,3_2036111243329871872,photo,https://github.com/vidproject/x/releases/download/media-WhiteHouse/3_2036111243329871872.jpg,14
ICEgov,core,2026-03-31T19:56:10.000Z,2039069260975321474,https://x.com/ICEgov/status/2039069260975321474,ICE is NICE!,DHSgov,2026-03-31T19:54:30.000Z,2039068842090017227,https://x.com/DHSgov/status/2039068842090017227,"Nobody is friendlier or harder working than @ICEgov law enforcement.

Thank you, @POTUS Trump for letting ICE help Americans stay moving at our airports. https://t.co/6Gqp2jNNTr",13_2039068752902332416,video,https://github.com/vidproject/x/releases/download/media-DHSgov/13_2039068752902332416.mp4,37
ICEgov,core,2026-04-06T23:32:27.000Z,2041298019165917455,https://x.com/ICEgov/status/2041298019165917455,"Congress has held DHS and its components hostage for the past 50+ days. Thousands of patriots working without a paycheck.

It’s past time for Congress to fund ALL of @DHSgov.",DHSgov,2026-04-06T22:59:07.000Z,2041289628645196191,https://x.com/DHSgov/status/2041289628645196191,"As Democrats continue to play political games with our national security, @POTUS Trump and @SecMullinDHS are working around the clock to ensure DHS employees are paid and our nation is safe.

The madness must end. It’s time for Democrats to FULLY fund DHS. https://t.co/aJU19GZdhF",13_2041289573469212672,video,https://github.com/vidproject/x/releases/download/media-DHSgov/13_2041289573469212672.mp4,9
ICEgov,core,2026-04-16T17:16:32.000Z,2044827291981640129,https://x.com/ICEgov/status/2044827291981640129,⬇️,DHSgov,2026-04-16T15:05:02.000Z,2044794201796202612,https://x.com/DHSgov/status/2044794201796202612,"KEEPING AMERICANS SAFE.

On April 7th and 8th, @CBP officers at the U.S.–Mexico border seized over 430 POUNDS of cocaine and meth worth more than $2.8 MILLION in back-to-back drug busts.

Thank you to these officers and all of our CBP law enforcement for saving American lives by keeping these deadly drugs out of our communities and off our streets.

https://www.foxnews.com/us/cbp-officers-seize-cocaine-meth-back-back-busts-california-port-entry",,,,0
ICEgov,core,2026-04-17T14:01:13.000Z,2045140528719651012,https://x.com/ICEgov/status/2045140528719651012,⬇️,DHSgov,2026-04-17T12:47:57.000Z,2045122088910917864,https://x.com/DHSgov/status/2045122088910917864,"Heartbreaking.

The tragic deaths of Hallie Helgeson and Brady Heiling is a reminder of the consequences of open border policies.

DHS law enforcement is protecting American communities every day from another senseless tragedy like this taking place in another town, to another family.",13_2045122029934858240,video,https://github.com/vidproject/x/releases/download/media-DHSgov/13_2045122029934858240.mp4,0
ICEgov,core,2026-04-17T16:20:33.000Z,2045175591557644496,https://x.com/ICEgov/status/2045175591557644496,⬇️,ERONewOrleans,2026-04-13T14:07:53.000Z,2043692654198726811,https://x.com/ERONewOrleans/status/2043692654198726811,ICE New Orleans facilitated this self-deportation on a commercial flight.,,,,1
ICEgov,core,2026-04-17T16:40:00.000Z,2045180486780092591,https://x.com/ICEgov/status/2045180486780092591,⬇️,SecMullinDHS,2026-04-17T01:37:56.000Z,2044953475327443280,https://x.com/SecMullinDHS/status/2044953475327443280,"Director Lyons has been a great leader of ICE and key player in helping the Trump administration remove murderers, rapists, pedophiles, terrorists, and gang members from American communities. He jumpstarted an agency that had not been allowed to do its job for four years. Thanks to his leadership, American communities are safer.

We wish him luck on his next opportunity in the private sector. His last day is May 31, 2026.",,,,0
ICEgov,core,2026-04-20T14:13:08.000Z,2046230690803355877,https://x.com/ICEgov/status/2046230690803355877,⬇️,DHSgov,2026-04-18T21:18:24.000Z,2045612937654542391,https://x.com/DHSgov/status/2045612937654542391,"“I…held my son while he bled to death.”

12-year-old Dereon James Robinson and 9-year-old Mikhail Lee Smith were killed by an illegal alien driving under the influence.

These boys had their whole lives ahead of them. Instead, they were senselessly taken from this world by someone who never should have been in our country.

Our prayers are with their families during this tragic time.",3_2045612932289921025,photo,https://github.com/vidproject/x/releases/download/media-DHSgov/3_2045612932289921025.jpg,90
ICEgov,core,2026-04-20T15:58:09.000Z,2046257119658160281,https://x.com/ICEgov/status/2046257119658160281,⬇️,DHSgov,2026-04-20T15:09:51.000Z,2046244964720402531,https://x.com/DHSgov/status/2046244964720402531,"12-year-old Dereon James Robinson and 9-year-old Mikhail-Lee Smith were riding their bikes in Spartanburg, S.C., when a criminal illegal alien struck and killed them while driving under the influence.

This tragedy was entirely preventable — and a direct consequence of open-border policies that allowed this criminal to be in our country illegally.",13_2046244906608238592,video,https://github.com/vidproject/x/releases/download/media-DHSgov/13_2046244906608238592.mp4,60
ICEgov,core,2026-04-21T17:12:26.000Z,2046638199498269042,https://x.com/ICEgov/status/2046638199498269042,⬇️,DHSgov,2026-04-21T17:04:35.000Z,2046636225524637999,https://x.com/DHSgov/status/2046636225524637999,"Import the third world, become the third world.

Illegal alien Josue Abraham Chirino-Leonice BRUTALLY murdered his co-worker by hitting him with a sledgehammer multiple times. He was released into our country by the Biden administration. https://t.co/Hwgrms8KMt",13_2046636166179360768,video,https://github.com/vidproject/x/releases/download/media-DHSgov/13_2046636166179360768.mp4,25
ICEgov,core,2026-04-22T13:13:23.000Z,2046940428243509414,https://x.com/ICEgov/status/2046940428243509414,⬇️,DHSgov,2026-04-22T12:35:57.000Z,2046931008491045228,https://x.com/DHSgov/status/2046931008491045228,"“It was a preventable murder.”

Sheridan Gorman had her whole life ahead of her before this cold-blooded killer decided to end her life. She was failed by open border policies and sanctuary politicians who RELEASED her killer TWICE before committing this heinous murder.

We are committed to delivering justice for the Gorman family and fighting every single day to stop illegal alien crime.",13_2046930942481051649,video,https://github.com/vidproject/x/releases/download/media-DHSgov/13_2046930942481051649.mp4,0
ICEgov,core,2026-04-22T14:41:23.000Z,2046962578031522134,https://x.com/ICEgov/status/2046962578031522134,⬇️,DHSgov,2026-04-22T13:45:10.000Z,2046948426953146724,https://x.com/DHSgov/status/2046948426953146724,"This National Crime Victims week, DHS continues standing up for the victims of illegal aliens and fighting to put America first.

For too long, victims of illegal alien crime have been ignored by the media and sanctuary politicians.

Every crime committed by an illegal alien is completely preventable.

https://www.foxnews.com/us/exclusive-dhs-honors-angel-families-during-national-crime-victims-week-calls-crimes-completely-preventable",,,,0
ICEgov,core,2026-04-22T20:52:24.000Z,2047055945465749822,https://x.com/ICEgov/status/2047055945465749822,⬇️,DHSgov,2026-04-22T20:48:15.000Z,2047054899179848059,https://x.com/DHSgov/status/2047054899179848059,"""7 out of the top 10 safest cities in the country cooperate with ICE."" @SecMullinDHS

National security isn’t a ‘red’ or ‘blue’ issue. Sanctuary politicians must STOP putting criminal illegal aliens ahead of American citizens and cooperate with ICE to keep our nation SAFE. https://t.co/fACVA3RyZH",13_2047054834981908480,video,https://github.com/vidproject/x/releases/download/media-DHSgov/13_2047054834981908480.mp4,0
ICEgov,core,2026-04-22T22:11:58.000Z,2047075968934670481,https://x.com/ICEgov/status/2047075968934670481,⬇️,DHSgov,2026-04-22T21:39:28.000Z,2047067788368347481,https://x.com/DHSgov/status/2047067788368347481,"This is our why.

In February 2024, Laken Riley was murdered by an illegal alien who NEVER should have been in our country.

This National Crime Victims Week, we honor her memory as we continue fighting to prevent senseless tragedies like this from happening to another family. https://t.co/DnjfeMFa5t",3_2047067783653920768,photo,https://github.com/vidproject/x/releases/download/media-DHSgov/3_2047067783653920768.jpg,0
